Date Time, Water Level, Sigma, I, L 
2012-03-30 21:00,-0.000,0.002,0,0
2012-03-30 22:00,-0.138,0.002,0,0
2012-03-30 23:00,-0.218,0.001,0,0
2012-03-31 00:00,-0.251,0.001,0,0
2012-03-31 01:00,-0.203,0.001,0,0
2012-03-31 02:00,-0.093,0.002,0,0
2012-03-31 03:00,0.086,0.003,0,0
2012-03-31 04:00,0.290,0.003,0,0
2012-03-31 05:00,0.457,0.001,0,0
2012-03-31 06:00,0.525,0.001,0,0
2012-03-31 07:00,0.506,0.001,0,0
2012-03-31 08:00,0.396,0.001,0,0
2012-03-31 09:00,0.264,0.003,0,0
2012-03-31 10:00,0.103,0.003,0,0
2012-03-31 11:00,-0.061,0.003,0,0
2012-03-31 12:00,-0.159,0.002,0,0
2012-03-31 13:00,-0.239,0.002,0,0
2012-03-31 14:00,-0.218,0.001,0,0
2012-03-31 15:00,-0.096,0.005,0,0
2012-03-31 16:00,0.133,0.002,0,0
2012-03-31 17:00,0.259,0.002,0,0
2012-03-31 18:00,0.352,0.001,0,0
2012-03-31 19:00,0.334,0.002,0,0
2012-03-31 20:00,0.314,0.003,0,0
2012-03-31 21:00,0.218,0.003,0,0
2012-03-31 22:00,0.009,0.003,0,0
2012-03-31 23:00,-0.112,0.002,0,0
2012-04-01 00:00,-0.222,0.001,0,0
2012-04-01 01:00,-0.261,0.001,0,0
2012-04-01 02:00,-0.253,0.001,0,0
2012-04-01 03:00,-0.050,0.002,0,0
2012-04-01 04:00,0.150,0.003,0,0
2012-04-01 05:00,0.353,0.002,0,0
2012-04-01 06:00,0.469,0.003,0,0
2012-04-01 07:00,0.532,0.002,0,0
2012-04-01 08:00,0.527,0.002,0,0
2012-04-01 09:00,0.404,0.005,0,0
2012-04-01 10:00,0.337,0.002,0,0
2012-04-01 11:00,0.144,0.002,0,0
2012-04-01 12:00,0.001,0.002,0,0
2012-04-01 13:00,-0.149,0.002,0,0
2012-04-01 14:00,-0.216,0.002,0,0
2012-04-01 15:00,-0.069,0.004,0,0
2012-04-01 16:00,0.025,0.002,0,0
2012-04-01 17:00,0.193,0.003,0,0
2012-04-01 18:00,0.367,0.001,0,0
2012-04-01 19:00,0.508,0.002,0,0
2012-04-01 20:00,0.540,0.002,0,0
2012-04-01 21:00,0.481,0.003,0,0
2012-04-01 22:00,0.362,0.001,0,0
2012-04-01 23:00,0.223,0.002,0,0
2012-04-02 00:00,0.045,0.004,0,0
2012-04-02 01:00,-0.113,0.001,0,0
2012-04-02 02:00,-0.132,0.001,0,0
2012-04-02 03:00,-0.098,0.004,0,0
2012-04-02 04:00,0.097,0.002,0,0
2012-04-02 05:00,0.259,0.002,0,0
2012-04-02 06:00,0.437,0.002,0,0
2012-04-02 07:00,0.622,0.002,0,0
2012-04-02 08:00,0.695,0.002,0,0
2012-04-02 09:00,0.658,0.004,0,0
2012-04-02 10:00,0.492,0.004,0,0
2012-04-02 11:00,0.338,0.003,0,0
2012-04-02 12:00,0.136,0.003,0,0
2012-04-02 13:00,-0.075,0.003,0,0
2012-04-02 14:00,-0.237,0.002,0,0
2012-04-02 15:00,-0.282,0.001,0,0
2012-04-02 16:00,-0.228,0.002,0,0
2012-04-02 17:00,-0.049,0.002,0,0
2012-04-02 18:00,0.178,0.004,0,0
2012-04-02 19:00,0.370,0.002,0,0
2012-04-02 20:00,0.483,0.002,0,0
2012-04-02 21:00,0.539,0.004,0,0
2012-04-02 22:00,0.531,0.003,0,0
2012-04-02 23:00,0.436,0.001,0,0
2012-04-03 00:00,0.221,0.003,0,0
2012-04-03 01:00,0.071,0.002,0,0
2012-04-03 02:00,-0.135,0.002,0,0
2012-04-03 03:00,-0.223,0.001,0,0
2012-04-03 04:00,-0.201,0.003,0,0
2012-04-03 05:00,0.019,0.002,0,0
2012-04-03 06:00,0.208,0.003,0,0
2012-04-03 07:00,0.438,0.002,0,0
2012-04-03 08:00,0.594,0.001,0,0
2012-04-03 09:00,0.655,0.000,0,0
2012-04-03 10:00,0.649,0.000,0,0
2012-04-03 11:00,0.517,0.002,0,0
2012-04-03 12:00,0.327,0.002,0,0
2012-04-03 13:00,0.105,0.004,0,0
2012-04-03 14:00,-0.112,0.002,0,0
2012-04-03 15:00,-0.276,0.002,0,0
2012-04-03 16:00,-0.310,0.001,0,0
2012-04-03 17:00,-0.191,0.003,0,0
2012-04-03 18:00,0.050,0.003,0,0
2012-04-03 19:00,0.261,0.002,0,0
2012-04-03 20:00,0.466,0.003,0,0
2012-04-03 21:00,0.617,0.002,0,0
2012-04-03 22:00,0.693,0.001,0,0
2012-04-03 23:00,0.636,0.002,0,0
2012-04-04 00:00,0.404,0.003,0,0
2012-04-04 01:00,0.177,0.003,0,0
2012-04-04 02:00,-0.066,0.003,0,0
2012-04-04 03:00,-0.261,0.002,0,0
2012-04-04 04:00,-0.327,0.001,0,0
2012-04-04 05:00,-0.253,0.002,0,0
2012-04-04 06:00,-0.022,0.003,0,0
2012-04-04 07:00,0.213,0.004,0,0
2012-04-04 08:00,0.424,0.002,0,0
2012-04-04 09:00,0.617,0.002,0,0
2012-04-04 10:00,0.708,0.002,0,0
2012-04-04 11:00,0.709,0.001,0,0
2012-04-04 12:00,0.513,0.004,0,0
2012-04-04 13:00,0.266,0.002,0,0
2012-04-04 14:00,0.041,0.005,0,0
2012-04-04 15:00,-0.169,0.003,0,0
2012-04-04 16:00,-0.339,0.001,0,0
2012-04-04 17:00,-0.337,0.002,0,0
2012-04-04 18:00,-0.186,0.006,0,0
2012-04-04 19:00,0.044,0.003,0,0
2012-04-04 20:00,0.348,0.005,0,0
2012-04-04 21:00,0.591,0.004,0,0
2012-04-04 22:00,0.754,0.002,0,0
2012-04-04 23:00,0.787,0.002,0,0
2012-04-05 00:00,0.674,0.002,0,0
2012-04-05 01:00,0.402,0.003,0,0
2012-04-05 02:00,0.140,0.004,0,0
2012-04-05 03:00,-0.145,0.003,0,0
2012-04-05 04:00,-0.351,0.002,0,0
2012-04-05 05:00,-0.368,0.001,0,0
2012-04-05 06:00,-0.296,0.002,0,0
2012-04-05 07:00,-0.121,0.003,0,0
2012-04-05 08:00,0.163,0.003,0,0
2012-04-05 09:00,0.419,0.002,0,0
2012-04-05 10:00,0.615,0.001,0,0
2012-04-05 11:00,0.685,0.001,0,0
2012-04-05 12:00,0.659,0.001,0,0
2012-04-05 13:00,0.469,0.005,0,0
2012-04-05 14:00,0.195,0.005,0,0
2012-04-05 15:00,-0.099,0.004,0,0
2012-04-05 16:00,-0.354,0.005,0,0
2012-04-05 17:00,-0.492,0.004,0,0
2012-04-05 18:00,-0.419,0.004,0,0
2012-04-05 19:00,-0.188,0.004,0,0
2012-04-05 20:00,0.105,0.004,0,0
2012-04-05 21:00,0.417,0.005,0,0
2012-04-05 22:00,0.663,0.002,0,0
2012-04-05 23:00,0.845,0.002,0,0
2012-04-06 00:00,0.878,0.002,0,0
2012-04-06 01:00,0.812,0.003,0,0
2012-04-06 02:00,0.555,0.004,0,0
2012-04-06 03:00,0.253,0.005,0,0
2012-04-06 04:00,-0.017,0.002,0,0
2012-04-06 05:00,-0.141,0.003,0,0
2012-04-06 06:00,-0.328,0.001,0,0
2012-04-06 07:00,-0.367,0.003,0,0
2012-04-06 08:00,-0.076,0.010,0,0
2012-04-06 09:00,0.337,0.005,0,0
2012-04-06 10:00,0.556,0.004,0,0
2012-04-06 11:00,0.703,0.003,0,0
2012-04-06 12:00,0.812,0.002,0,0
2012-04-06 13:00,0.759,0.005,0,0
2012-04-06 14:00,0.480,0.005,0,0
2012-04-06 15:00,0.221,0.004,0,0
2012-04-06 16:00,0.006,0.003,0,0
2012-04-06 17:00,-0.250,0.003,0,0
2012-04-06 18:00,-0.409,0.002,0,0
2012-04-06 19:00,-0.399,0.004,0,0
2012-04-06 20:00,-0.128,0.004,0,0
2012-04-06 21:00,0.161,0.004,0,0
2012-04-06 22:00,0.479,0.003,0,0
2012-04-06 23:00,0.751,0.002,0,0
2012-04-07 00:00,0.958,0.003,0,0
2012-04-07 01:00,1.002,0.001,0,0
2012-04-07 02:00,0.816,0.004,0,0
2012-04-07 03:00,0.534,0.003,0,0
2012-04-07 04:00,0.228,0.004,0,0
2012-04-07 05:00,-0.040,0.003,0,0
2012-04-07 06:00,-0.265,0.003,0,0
2012-04-07 07:00,-0.351,0.000,0,0
2012-04-07 08:00,-0.255,0.002,0,0
2012-04-07 09:00,-0.026,0.003,0,0
2012-04-07 10:00,0.248,0.003,0,0
2012-04-07 11:00,0.482,0.004,0,0
2012-04-07 12:00,0.669,0.002,0,0
2012-04-07 13:00,0.733,0.001,0,0
2012-04-07 14:00,0.594,0.003,0,0
2012-04-07 15:00,0.310,0.004,0,0
2012-04-07 16:00,0.033,0.004,0,0
2012-04-07 17:00,-0.236,0.003,0,0
2012-04-07 18:00,-0.448,0.004,0,0
2012-04-07 19:00,-0.529,0.001,0,0
2012-04-07 20:00,-0.414,0.004,0,0
2012-04-07 21:00,-0.120,0.004,0,0
2012-04-07 22:00,0.207,0.004,0,0
2012-04-07 23:00,0.536,0.003,0,0
2012-04-08 00:00,0.792,0.008,0,0
2012-04-08 01:00,0.937,0.001,0,0
2012-04-08 02:00,0.930,0.001,0,0
2012-04-08 03:00,0.674,0.005,0,0
2012-04-08 04:00,0.369,0.004,0,0
2012-04-08 05:00,0.064,0.004,0,0
2012-04-08 06:00,-0.212,0.003,0,0
2012-04-08 07:00,-0.422,0.002,0,0
2012-04-08 08:00,-0.489,0.001,0,0
2012-04-08 09:00,-0.377,0.003,0,0
2012-04-08 10:00,-0.098,0.003,0,0
2012-04-08 11:00,0.190,0.004,0,0
2012-04-08 12:00,0.437,0.004,0,0
2012-04-08 13:00,0.603,0.002,0,0
2012-04-08 14:00,0.618,0.002,0,0
2012-04-08 15:00,0.416,0.004,0,0
2012-04-08 16:00,0.147,0.004,0,0
2012-04-08 17:00,-0.127,0.004,0,0
2012-04-08 18:00,-0.363,0.003,0,0
2012-04-08 19:00,-0.559,0.002,0,0
2012-04-08 20:00,-0.580,0.001,0,0
2012-04-08 21:00,-0.408,0.004,0,0
2012-04-08 22:00,-0.092,0.005,0,0
2012-04-08 23:00,0.249,0.004,0,0
2012-04-09 00:00,0.564,0.004,0,0
2012-04-09 01:00,0.826,0.005,0,0
2012-04-09 02:00,0.937,0.003,0,0
2012-04-09 03:00,0.897,0.002,0,0
2012-04-09 04:00,0.618,0.004,0,0
2012-04-09 05:00,0.345,0.004,0,0
2012-04-09 06:00,0.046,0.005,0,0
2012-04-09 07:00,-0.245,0.004,0,0
2012-04-09 08:00,-0.463,0.002,0,0
2012-04-09 09:00,-0.529,0.000,0,0
2012-04-09 10:00,-0.449,0.003,0,0
2012-04-09 11:00,-0.150,0.003,0,0
2012-04-09 12:00,0.149,0.004,0,0
2012-04-09 13:00,0.413,0.003,0,0
2012-04-09 14:00,0.576,0.002,0,0
2012-04-09 15:00,0.584,0.002,0,0
2012-04-09 16:00,0.402,0.002,0,0
2012-04-09 17:00,0.191,0.002,0,0
2012-04-09 18:00,-0.046,0.003,0,0
2012-04-09 19:00,-0.310,0.004,0,0
2012-04-09 20:00,-0.467,0.002,0,0
2012-04-09 21:00,-0.463,0.002,0,0
2012-04-09 22:00,-0.262,0.004,0,0
2012-04-09 23:00,0.019,0.004,0,0
2012-04-10 00:00,0.321,0.004,0,0
2012-04-10 01:00,0.612,0.003,0,0
2012-04-10 02:00,0.816,0.003,0,0
2012-04-10 03:00,0.910,0.003,0,0
2012-04-10 04:00,0.873,0.003,0,0
2012-04-10 05:00,0.608,0.005,0,0
2012-04-10 06:00,0.338,0.004,0,0
2012-04-10 07:00,0.053,0.004,0,0
2012-04-10 08:00,-0.214,0.003,0,0
2012-04-10 09:00,-0.375,0.002,0,0
2012-04-10 10:00,-0.442,0.001,0,0
2012-04-10 11:00,-0.386,0.002,0,0
2012-04-10 12:00,-0.136,0.004,0,0
2012-04-10 13:00,0.157,0.004,0,0
2012-04-10 14:00,0.415,0.003,0,0
2012-04-10 15:00,0.558,0.001,0,0
2012-04-10 16:00,0.545,0.002,0,0
2012-04-10 17:00,0.366,0.003,0,0
2012-04-10 18:00,0.149,0.003,0,0
2012-04-10 19:00,-0.088,0.003,0,0
2012-04-10 20:00,-0.318,0.002,0,0
2012-04-10 21:00,-0.397,0.003,0,0
2012-04-10 22:00,-0.372,0.003,0,0
2012-04-10 23:00,-0.257,0.003,0,0
2012-04-11 00:00,-0.022,0.004,0,0
2012-04-11 01:00,0.260,0.004,0,0
2012-04-11 02:00,0.535,0.005,0,0
2012-04-11 03:00,0.790,0.002,0,0
2012-04-11 04:00,0.774,0.003,0,0
2012-04-11 05:00,0.747,0.004,0,0
2012-04-11 06:00,0.569,0.003,0,0
2012-04-11 07:00,0.283,0.004,0,0
2012-04-11 08:00,-0.048,0.006,0,0
2012-04-11 09:00,-0.332,0.003,0,0
2012-04-11 10:00,-0.463,0.001,0,0
2012-04-11 11:00,-0.486,0.000,0,0
2012-04-11 12:00,-0.382,0.003,0,0
2012-04-11 13:00,-0.092,0.004,0,0
2012-04-11 14:00,0.164,0.003,0,0
2012-04-11 15:00,0.376,0.001,0,0
2012-04-11 16:00,0.441,0.001,0,0
2012-04-11 17:00,0.441,0.001,0,0
2012-04-11 18:00,0.300,0.003,0,0
2012-04-11 19:00,0.164,0.002,0,0
2012-04-11 20:00,-0.067,0.003,0,0
2012-04-11 21:00,-0.269,0.002,0,0
2012-04-11 22:00,-0.399,0.002,0,0
2012-04-11 23:00,-0.459,0.001,0,0
2012-04-12 00:00,-0.317,0.003,0,0
2012-04-12 01:00,-0.074,0.004,0,0
2012-04-12 02:00,0.188,0.003,0,0
2012-04-12 03:00,0.442,0.002,0,0
2012-04-12 04:00,0.626,0.002,0,0
2012-04-12 05:00,0.705,0.001,0,0
2012-04-12 06:00,0.654,0.002,0,0
2012-04-12 07:00,0.448,0.004,0,0
2012-04-12 08:00,0.184,0.003,0,0
2012-04-12 09:00,-0.048,0.002,0,0
2012-04-12 10:00,-0.254,0.002,0,0
2012-04-12 11:00,-0.377,0.001,0,0
2012-04-12 12:00,-0.396,0.001,0,0
2012-04-12 13:00,-0.312,0.003,0,0
2012-04-12 14:00,-0.109,0.004,0,0
2012-04-12 15:00,0.142,0.003,0,0
2012-04-12 16:00,0.342,0.003,0,0
2012-04-12 17:00,0.432,0.001,0,0
2012-04-12 18:00,0.403,0.002,0,0
2012-04-12 19:00,0.265,0.002,0,0
2012-04-12 20:00,0.046,0.002,0,0
2012-04-12 21:00,-0.119,0.003,0,0
2012-04-12 22:00,-0.267,0.002,0,0
2012-04-12 23:00,-0.369,0.001,0,0
2012-04-13 00:00,-0.380,0.001,0,0
2012-04-13 01:00,-0.298,0.002,0,0
2012-04-13 02:00,-0.087,0.001,0,0
2012-04-13 03:00,0.166,0.003,0,0
2012-04-13 04:00,0.418,0.004,0,0
2012-04-13 05:00,0.580,0.001,0,0
2012-04-13 06:00,0.643,0.000,0,0
2012-04-13 07:00,0.538,0.003,0,0
2012-04-13 08:00,0.346,0.003,0,0
2012-04-13 09:00,0.144,0.003,0,0
2012-04-13 10:00,-0.078,0.002,0,0
2012-04-13 11:00,-0.274,0.003,0,0
2012-04-13 12:00,-0.397,0.002,0,0
2012-04-13 13:00,-0.430,0.000,0,0
2012-04-13 14:00,-0.337,0.002,0,0
2012-04-13 15:00,-0.111,0.003,0,0
2012-04-13 16:00,0.112,0.003,0,0
2012-04-13 17:00,0.299,0.002,0,0
2012-04-13 18:00,0.378,0.001,0,0
2012-04-13 19:00,0.352,0.002,0,0
2012-04-13 20:00,0.216,0.003,0,0
2012-04-13 21:00,0.053,0.000,0,0
2012-04-13 22:00,-0.117,0.002,0,0
2012-04-13 23:00,-0.308,0.003,0,0
2012-04-14 00:00,-0.434,0.001,0,0
2012-04-14 01:00,-0.498,0.000,0,0
2012-04-14 02:00,-0.392,0.003,0,0
2012-04-14 03:00,-0.158,0.003,0,0
2012-04-14 04:00,0.082,0.003,0,0
2012-04-14 05:00,0.297,0.002,0,0
2012-04-14 06:00,0.449,0.001,0,0
2012-04-14 07:00,0.476,0.000,0,0
2012-04-14 08:00,0.414,0.002,0,0
2012-04-14 09:00,0.256,0.001,0,0
2012-04-14 10:00,0.063,0.004,0,0
2012-04-14 11:00,-0.171,0.002,0,0
2012-04-14 12:00,-0.370,0.002,0,0
2012-04-14 13:00,-0.495,0.000,0,0
2012-04-14 14:00,-0.501,0.001,0,0
2012-04-14 15:00,-0.371,0.003,0,0
2012-04-14 16:00,-0.141,0.003,0,0
2012-04-14 17:00,0.108,0.003,0,0
2012-04-14 18:00,0.230,0.001,0,0
2012-04-14 19:00,0.305,0.001,0,0
2012-04-14 20:00,0.308,0.001,0,0
2012-04-14 21:00,0.208,0.003,0,0
2012-04-14 22:00,0.053,0.003,0,0
2012-04-14 23:00,-0.126,0.003,0,0
2012-04-15 00:00,-0.322,0.003,0,0
2012-04-15 01:00,-0.469,0.002,0,0
2012-04-15 02:00,-0.539,0.001,0,0
2012-04-15 03:00,-0.454,0.002,0,0
2012-04-15 04:00,-0.238,0.003,0,0
2012-04-15 05:00,0.004,0.003,0,0
2012-04-15 06:00,0.203,0.003,0,0
2012-04-15 07:00,0.322,0.002,0,0
2012-04-15 08:00,0.384,0.001,0,0
2012-04-15 09:00,0.342,0.001,0,0
2012-04-15 10:00,0.172,0.003,0,0
2012-04-15 11:00,-0.030,0.003,0,0
2012-04-15 12:00,-0.269,0.003,0,0
2012-04-15 13:00,-0.467,0.002,0,0
2012-04-15 14:00,-0.581,0.002,0,0
2012-04-15 15:00,-0.574,0.002,0,0
2012-04-15 16:00,-0.409,0.003,0,0
2012-04-15 17:00,-0.192,0.003,0,0
2012-04-15 18:00,0.023,0.004,0,0
2012-04-15 19:00,0.188,0.003,0,0
2012-04-15 20:00,0.273,0.003,0,0
2012-04-15 21:00,0.304,0.003,0,0
2012-04-15 22:00,0.238,0.003,0,0
2012-04-15 23:00,0.042,0.004,0,0
2012-04-16 00:00,-0.173,0.004,0,0
2012-04-16 01:00,-0.398,0.003,0,0
2012-04-16 02:00,-0.562,0.001,0,0
2012-04-16 03:00,-0.628,0.001,0,0
2012-04-16 04:00,-0.510,0.002,0,0
2012-04-16 05:00,-0.306,0.003,0,0
2012-04-16 06:00,-0.080,0.003,0,0
2012-04-16 07:00,0.106,0.002,0,0
2012-04-16 08:00,0.283,0.001,0,0
2012-04-16 09:00,0.339,0.001,0,0
2012-04-16 10:00,0.293,0.002,0,0
2012-04-16 11:00,0.108,0.003,0,0
2012-04-16 12:00,-0.105,0.003,0,0
2012-04-16 13:00,-0.328,0.003,0,0
2012-04-16 14:00,-0.520,0.002,0,0
2012-04-16 15:00,-0.625,0.001,0,0
2012-04-16 16:00,-0.579,0.001,0,0
2012-04-16 17:00,-0.403,0.003,0,0
2012-04-16 18:00,-0.168,0.003,0,0
2012-04-16 19:00,0.058,0.003,0,0
2012-04-16 20:00,0.228,0.003,0,0
2012-04-16 21:00,0.348,0.001,0,0
2012-04-16 22:00,0.369,0.003,0,0
2012-04-16 23:00,0.284,0.002,0,0
2012-04-17 00:00,0.078,0.003,0,0
2012-04-17 01:00,-0.135,0.004,0,0
2012-04-17 02:00,-0.378,0.003,0,0
2012-04-17 03:00,-0.526,0.001,0,0
2012-04-17 04:00,-0.571,0.001,0,0
2012-04-17 05:00,-0.438,0.002,0,0
2012-04-17 06:00,-0.262,0.003,0,0
2012-04-17 07:00,-0.045,0.003,0,0
2012-04-17 08:00,0.161,0.003,0,0
2012-04-17 09:00,0.287,0.002,0,0
2012-04-17 10:00,0.318,0.002,0,0
2012-04-17 11:00,0.243,0.002,0,0
2012-04-17 12:00,0.054,0.003,0,0
2012-04-17 13:00,-0.155,0.003,0,0
2012-04-17 14:00,-0.374,0.003,0,0
2012-04-17 15:00,-0.542,0.002,0,0
2012-04-17 16:00,-0.612,0.002,0,0
2012-04-17 17:00,-0.544,0.003,0,0
2012-04-17 18:00,-0.342,0.000,1,0
2012-04-17 19:00,-0.099,0.004,0,0
2012-04-17 20:00,0.138,0.003,0,0
2012-04-17 21:00,0.327,0.001,0,0
2012-04-17 22:00,0.414,0.001,0,0
2012-04-17 23:00,0.421,0.001,0,0
2012-04-18 00:00,0.265,0.003,0,0
2012-04-18 01:00,0.041,0.003,0,0
2012-04-18 02:00,-0.150,0.003,0,0
2012-04-18 03:00,-0.341,0.002,0,0
2012-04-18 04:00,-0.471,0.001,0,0
2012-04-18 05:00,-0.480,0.000,0,0
2012-04-18 06:00,-0.356,0.002,0,0
2012-04-18 07:00,-0.144,0.002,0,0
2012-04-18 08:00,0.094,0.003,0,0
2012-04-18 09:00,0.305,0.003,0,0
2012-04-18 10:00,0.417,0.001,0,0
2012-04-18 11:00,0.443,0.001,0,0
2012-04-18 12:00,0.343,0.002,0,0
2012-04-18 13:00,0.122,0.003,0,0
2012-04-18 14:00,-0.113,0.003,0,0
2012-04-18 15:00,-0.319,0.002,0,0
2012-04-18 16:00,-0.457,0.001,0,0
2012-04-18 17:00,-0.458,0.001,0,0
2012-04-18 18:00,-0.329,0.002,0,0
2012-04-18 19:00,-0.111,0.004,0,0
2012-04-18 20:00,0.107,0.003,0,0
2012-04-18 21:00,0.341,0.003,0,0
2012-04-18 22:00,0.523,0.002,0,0
2012-04-18 23:00,0.607,0.001,0,0
2012-04-19 00:00,0.593,0.001,0,0
2012-04-19 01:00,0.407,0.003,0,0
2012-04-19 02:00,0.173,0.003,0,0
2012-04-19 03:00,-0.059,0.003,0,0
2012-04-19 04:00,-0.247,0.002,0,0
2012-04-19 05:00,-0.340,0.000,0,0
2012-04-19 06:00,-0.315,0.001,0,0
2012-04-19 07:00,-0.194,0.003,0,0
2012-04-19 08:00,0.012,0.002,0,0
2012-04-19 09:00,0.229,0.003,0,0
2012-04-19 10:00,0.405,0.002,0,0
2012-04-19 11:00,0.508,0.001,0,0
2012-04-19 12:00,0.512,0.001,0,0
2012-04-19 13:00,0.356,0.002,0,0
2012-04-19 14:00,0.119,0.003,0,0
2012-04-19 15:00,-0.113,0.003,0,0
2012-04-19 16:00,-0.291,0.002,0,0
2012-04-19 17:00,-0.392,0.002,0,0
2012-04-19 18:00,-0.335,0.002,0,0
2012-04-19 19:00,-0.186,0.002,0,0
2012-04-19 20:00,0.025,0.003,0,0
2012-04-19 21:00,0.270,0.002,0,0
2012-04-19 22:00,0.480,0.003,0,0
2012-04-19 23:00,0.652,0.002,0,0
2012-04-20 00:00,0.697,0.001,0,0
2012-04-20 01:00,0.595,0.003,0,0
2012-04-20 02:00,0.368,0.003,0,0
2012-04-20 03:00,0.127,0.003,0,0
2012-04-20 04:00,-0.074,0.003,0,0
2012-04-20 05:00,-0.249,0.001,0,0
2012-04-20 06:00,-0.320,0.001,0,0
2012-04-20 07:00,-0.280,0.001,0,0
2012-04-20 08:00,-0.103,0.004,0,0
2012-04-20 09:00,0.106,0.002,0,0
2012-04-20 10:00,0.333,0.003,0,0
2012-04-20 11:00,0.494,0.002,0,0
2012-04-20 12:00,0.559,0.000,0,0
2012-04-20 13:00,0.551,0.002,0,0
2012-04-20 14:00,0.308,0.003,0,0
2012-04-20 15:00,0.092,0.002,0,0
2012-04-20 16:00,-0.125,0.003,0,0
2012-04-20 17:00,-0.297,0.002,0,0
2012-04-20 18:00,-0.357,0.006,0,0
2012-04-20 19:00,-0.316,0.002,0,0
2012-04-20 20:00,-0.064,0.004,0,0
2012-04-20 21:00,0.159,0.003,0,0
2012-04-20 22:00,0.413,0.003,0,0
2012-04-20 23:00,0.605,0.002,0,0
2012-04-21 00:00,0.714,0.001,0,0
2012-04-21 01:00,0.727,0.001,0,0
2012-04-21 02:00,0.548,0.003,0,0
2012-04-21 03:00,0.316,0.003,0,0
2012-04-21 04:00,0.081,0.002,0,0
2012-04-21 05:00,-0.134,0.002,0,0
2012-04-21 06:00,-0.269,0.001,0,0
2012-04-21 07:00,-0.308,0.001,0,0
2012-04-21 08:00,-0.217,0.001,0,0
2012-04-21 09:00,-0.042,0.003,0,0
2012-04-21 10:00,0.173,0.003,0,0
2012-04-21 11:00,0.368,0.002,0,0
2012-04-21 12:00,0.501,0.001,0,0
2012-04-21 13:00,0.527,0.001,0,0
2012-04-21 14:00,0.430,0.001,0,0
2012-04-21 15:00,0.200,0.003,0,0
2012-04-21 16:00,-0.026,0.003,0,0
2012-04-21 17:00,-0.208,0.002,0,0
2012-04-21 18:00,-0.328,0.004,0,0
2012-04-21 19:00,-0.307,0.001,0,0
2012-04-21 20:00,-0.168,0.004,0,0
2012-04-21 21:00,0.037,0.004,0,0
2012-04-21 22:00,0.285,0.002,0,0
2012-04-21 23:00,0.508,0.003,0,0
2012-04-22 00:00,0.683,0.002,0,0
2012-04-22 01:00,0.762,0.003,0,0
2012-04-22 02:00,0.735,0.004,0,0
2012-04-22 03:00,0.402,0.004,0,0
2012-04-22 04:00,0.229,0.003,0,0
2012-04-22 05:00,0.033,0.003,0,0
2012-04-22 06:00,-0.142,0.002,0,0
2012-04-22 07:00,-0.277,0.002,0,0
2012-04-22 08:00,-0.338,0.002,0,0
2012-04-22 09:00,-0.152,0.006,0,0
2012-04-22 10:00,0.054,0.002,0,0
2012-04-22 11:00,0.337,0.007,0,0
2012-04-22 12:00,0.549,0.002,0,0
2012-04-22 13:00,0.626,0.002,0,0
2012-04-22 14:00,0.624,0.004,0,0
2012-04-22 15:00,0.484,0.006,0,0
2012-04-22 16:00,0.251,0.004,0,0
2012-04-22 17:00,0.104,0.003,0,0
2012-04-22 18:00,-0.097,0.003,0,0
2012-04-22 19:00,-0.246,0.002,0,0
2012-04-22 20:00,-0.202,0.002,0,0
2012-04-22 21:00,-0.105,0.001,0,0
2012-04-22 22:00,0.150,0.001,0,0
2012-04-22 23:00,0.375,0.003,0,0
2012-04-23 00:00,0.555,0.003,0,0
2012-04-23 01:00,0.684,0.002,0,0
2012-04-23 02:00,0.666,0.003,0,0
2012-04-23 03:00,0.546,0.003,0,0
2012-04-23 04:00,0.350,0.003,0,0
2012-04-23 05:00,0.170,0.004,0,0
2012-04-23 06:00,-0.022,0.003,0,0
2012-04-23 07:00,-0.191,0.003,0,0
2012-04-23 08:00,-0.270,0.002,0,0
2012-04-23 09:00,-0.243,0.001,0,0
2012-04-23 10:00,-0.057,0.006,0,0
2012-04-23 11:00,0.200,0.002,0,0
2012-04-23 12:00,0.356,0.003,0,0
2012-04-23 13:00,0.485,0.002,0,0
2012-04-23 14:00,0.522,0.002,0,0
2012-04-23 15:00,0.470,0.003,0,0
2012-04-23 16:00,0.297,0.003,0,0
2012-04-23 17:00,0.101,0.003,0,0
2012-04-23 18:00,-0.097,0.004,0,0
2012-04-23 19:00,-0.224,0.003,0,0
2012-04-23 20:00,-0.306,0.003,0,0
2012-04-23 21:00,-0.245,0.004,0,0
2012-04-23 22:00,-0.006,0.004,0,0
2012-04-23 23:00,0.199,0.005,0,0
2012-04-24 00:00,0.379,0.003,0,0
2012-04-24 01:00,0.526,0.002,0,0
2012-04-24 02:00,0.594,0.002,0,0
2012-04-24 03:00,0.540,0.003,0,0
2012-04-24 04:00,0.455,0.001,0,0
2012-04-24 05:00,0.328,0.001,0,0
2012-04-24 06:00,0.129,0.003,0,0
2012-04-24 07:00,-0.085,0.003,0,0
2012-04-24 08:00,-0.243,0.002,0,0
2012-04-24 09:00,-0.291,0.002,0,0
2012-04-24 10:00,-0.181,0.003,0,0
2012-04-24 11:00,0.001,0.002,0,0
2012-04-24 12:00,0.187,0.003,0,0
2012-04-24 13:00,0.341,0.002,0,0
2012-04-24 14:00,0.436,0.002,0,0
2012-04-24 15:00,0.427,0.003,0,0
2012-04-24 16:00,0.305,0.003,0,0
